קופה,תקופה,קוד,נכס,כמות
289,01/2022,7237,"לא סחירים FORWARD, SWAP חוזים עתידיים על מט""ח/מט""ח",104.92
289,01/2022,7243,"לא סחירים FORWARD, SWAP חוזים עתידיים אחרים",29.72
289,01/2022,9215,"חוזים עתידיים סחירים בחו""ל - FUTURES",-169.42
289,01/2022,7251,"בחו""ל לא סחירים FORWARD, SWAP חוזים עתידיים על מדדים כולל מניות",-74.32
289,01/2022,5373,אופציות ישראליות על מדד/נכסים אחרים (long),1.09
289,01/2022,5565,"שקל/מט""ח (short) בחסר OTC אופציות",-12.81
289,01/2022,8687,"לא סחירות (short) אופציות מט""ח/מט""ח",-0.02
289,01/2022,5388,אופציות סחירות על מניות ועל מדד מניות (long),59.51
289,01/2022,5396,אופציות סחירות על מניות ועל מדד מניות בחסר (short),-48.93
289,01/2022,7301,"בחו""ל לא סחירות long אופציות על מדדים כולל מניות",46.14
289,01/2022,9234,מוצרים מובנים בישראל עם קרן מובטחת ונכס בסיס מדד,3372.93
289,01/2022,9317,"מוצרים מובנים בחו""ל עם קרן מובטחת ונכס בסיס אחר",354.67
289,01/2022,8831,"מוצרים מובנים בחו""ל עם קרן לא מובטחת ונכס בסיס אחר",39.13
289,01/2022,95,הלוואות לעמיתים,7010.58
289,01/2022,7361,ומעלה -AA הלוואות מובטחות בביטחונות אחרים בדירוג,2958.71
289,01/2022,7364,-BBB: +A  הלוואות מובטחות בביטחונות אחרים בדירוג,2735.97
289,01/2022,8881,או לא מדורגות שעומדות כנגדן בטוחה מספקת (-BBB) -הלוואות מובטחות בביטחונות אחרים בדירוג נמוך מ,757.83
289,01/2022,7367,-BBB: - הלוואות מובטחות בביטחונות אחרים בדירוג נמוך מ,393.11
289,01/2022,7491,הלוואות לא מובטחות,1337.18
289,01/2022,531,"ני""ע סחירים אחרים של מנפיקים זרים בחו""ל",223.96
289,01/2022,554,חייבים שונים,413.33
289,01/2022,555,זכאים (ירשם במינוס,-103.29
289,01/2022,5050,זכאים מס הכנסה,0.0
